target_id	length	eff_length	est_counts	tpm
Phel_contig_1	905	596.35	24	3.06303
Phel_contig_10	2138	1828.19	300.986	12.5305
Phel_contig_100	10344	10034.2	4019	30.4844
Phel_contig_1000	4676	4366.19	9800	170.831
Phel_contig_10000	843	536.326	40	5.67639
Phel_contig_10001	1108	798.186	45	4.29092
Phel_contig_10002	3127	2817.19	144.815	3.91237
Phel_contig_10003	1120	810.186	88.1088	8.27706
Phel_contig_10004	712	412.962	151	27.8297
Phel_contig_10005	1319	1009.19	161	12.1422
Phel_contig_10006	861	553.589	88	12.0986
Phel_contig_10007	777	473.149	37.0542	5.96048
Phel_contig_10008	510	241.173	19	5.99607
Phel_contig_10009	609	321.793	27.4972	6.50361
Phel_contig_1001	1473	1163.19	703	45.9989
Phel_contig_10010	771	467.589	2	0.325542
Phel_contig_10011	1568	1258.19	362.826	21.948
Phel_contig_10012	692	395.032	247	47.589
Phel_contig_10013	2373	2063.19	248	9.14861
Phel_contig_10014	793	488.398	80.0145	12.4691
Phel_contig_10015	1463	1153.19	70.7079	4.6667
Phel_contig_10016	938	628.922	43.2249	5.23093
Phel_contig_10017	1069	759.186	186.398	18.6868
Phel_contig_10018	846	539.151	206.263	29.1175
Phel_contig_10019	679	383.292	98.0129	19.4624
Phel_contig_1002	859	551.686	2	0.275918
Phel_contig_10020	1174	864.186	203	17.8785
Phel_contig_10021	2110	1800.19	548	23.1689
Phel_contig_10022	806	500.912	72	10.9399
Phel_contig_10023	1575	1265.19	2	0.120314
Phel_contig_10024	928	619.031	180	22.131
Phel_contig_10025	1488	1178.19	634	40.9559
Phel_contig_10026	598	312.348	229	55.8006
Phel_contig_10027	1401	1091.19	1297.51	90.5013
Phel_contig_10028	543	267.466	0	0
Phel_contig_10029	1102	792.186	69	6.62924
Phel_contig_1003	1146	836.186	308	28.0343
Phel_contig_10030	2857	2547.19	460	13.7448
Phel_contig_10031	2059	1749.19	265.777	11.5644
Phel_contig_10032	935	625.938	115	13.9833
Phel_contig_10033	516	246.009	32.383	10.0186
Phel_contig_10034	4128	3818.19	931.042	18.559
Phel_contig_10035	2487	2177.19	53	1.85277
Phel_contig_10036	1004	694.186	19	2.08314
Phel_contig_10037	2471	2161.19	470.387	16.5655
Phel_contig_10038	834	527.674	122	17.5969
Phel_contig_10039	1685	1375.19	128.938	7.13608
Phel_contig_1004	1581	1271.19	364.722	21.8371
Phel_contig_10040	2252	1942.19	565.14	22.1466
Phel_contig_10041	1570	1260.19	171.906	10.3824
Phel_contig_10042	516	246.009	0	0
Phel_contig_10043	2675	2365.19	773	24.8746
