target_id	length	eff_length	est_counts	tpm
Phel_contig_1	905	587.535	51	7.63685
Phel_contig_10	2138	1818.83	182464	8825.99
Phel_contig_100	10344	10024.8	2173	19.0704
Phel_contig_1000	4676	4356.83	10865	219.4
Phel_contig_10000	843	528.025	18	2.99914
Phel_contig_10001	1108	788.827	61	6.8034
Phel_contig_10002	3127	2807.83	131.738	4.12779
Phel_contig_10003	1120	800.827	34.4152	3.78086
Phel_contig_10004	712	406.066	71	15.3829
Phel_contig_10005	1319	999.827	8	0.703952
Phel_contig_10006	861	545.176	11	1.77515
Phel_contig_10007	777	465.613	11	2.07848
Phel_contig_10008	510	235.986	9.22754	3.44016
Phel_contig_10009	609	315.173	41.8372	11.6786
Phel_contig_1001	1473	1153.83	562	42.8523
Phel_contig_10010	771	459.859	11	2.10448
Phel_contig_10011	1568	1248.83	204.003	14.3718
Phel_contig_10012	692	387.693	683	154.992
Phel_contig_10013	2373	2053.83	38	1.62779
Phel_contig_10014	793	480.583	173	31.6705
Phel_contig_10015	1463	1143.83	64.8901	4.9911
Phel_contig_10016	938	619.646	25.2157	3.58019
Phel_contig_10017	1069	749.827	422.71	49.5974
Phel_contig_10018	846	530.851	120.161	19.9144
Phel_contig_10019	679	376.007	114.018	26.6781
Phel_contig_1002	859	543.272	403	65.2629
Phel_contig_10020	1174	854.827	126	12.9679
Phel_contig_10021	2110	1790.83	375	18.4228
Phel_contig_10022	806	492.834	53	9.46136
Phel_contig_10023	1575	1255.83	11	0.770621
Phel_contig_10024	928	609.831	37	5.3379
Phel_contig_10025	1488	1168.83	170	12.7961
Phel_contig_10026	598	305.924	158	45.4383
Phel_contig_10027	1401	1081.83	1138.92	92.6218
Phel_contig_10028	543	261.332	1	0.336655
Phel_contig_10029	1102	782.827	0	0
Phel_contig_1003	1146	826.827	380	40.434
Phel_contig_10030	2857	2537.83	558	19.3442
Phel_contig_10031	2059	1739.83	319.325	16.1475
Phel_contig_10032	935	616.693	55	7.84642
Phel_contig_10033	516	240.554	5	1.82867
Phel_contig_10034	4128	3808.83	276	6.37523
Phel_contig_10035	2487	2167.83	102	4.13955
Phel_contig_10036	1004	684.827	17	2.18397
